#;week;store;price_Boran;price_Zeyma;price_Liebo;price_Cranb;display_prom;feature_prom;display_prom_Liebo;feature_prom_Liebo;sales_Boran
297;57;3;2.03;1.64;1.6;1.8;0;0;0;0;9
298;58;3;2.03;1.64;1.6;1.8;0;0;0;0;10
299;59;3;2.03;1.66;1.6;1.8;1;1;0;0;85
300;60;3;2.03;1.66;1.6;1.8;0;0;0;0;10
301;61;3;2.03;1.66;1.6;1.8;1;1;0;0;72
302;62;3;2.03;1.66;1.6;1.8;0;0;1;1;3
303;63;3;2.03;1.66;1.6;1.8;0;0;0;0;10
304;64;3;2;1.66;1.6;1.8;1;0;0;1;26
305;65;3;2;1.66;1.6;1.8;1;1;0;1;72
306;66;3;2;1.66;1.6;1.8;0;0;0;0;8
307;67;3;2;1.66;1.6;1.8;1;0;0;0;31
308;68;3;2;1.66;1.71;1.8;0;0;0;1;7
309;69;3;2;1.66;1.71;1.8;1;0;0;0;22
310;70;3;1.89;1.66;1.71;1.8;0;0;0;0;13
311;71;3;1.89;1.62;1.71;1.8;0;0;0;1;9
312;72;3;1.82;1.62;1.71;1.8;1;1;0;0;115
313;73;3;1.82;1.62;1.58;1.8;0;1;0;0;17
314;74;3;1.82;1.62;1.58;1.8;0;0;0;0;10
315;75;3;1.82;1.62;1.58;1.8;0;0;0;0;10
316;76;3;1.82;1.62;1.58;1.8;1;0;1;1;12
317;77;3;1.82;1.62;1.58;1.91;0;0;0;0;11
318;78;3;1.82;1.62;1.58;1.91;1;0;0;0;24
319;79;3;1.82;1.62;1.58;1.91;1;1;0;0;80
320;80;3;1.82;1.62;1.6;1.91;0;0;0;0;10
321;81;3;1.82;1.62;1.62;1.91;1;1;0;0;116
322;82;3;1.82;1.62;1.62;1.91;0;0;0;0;12
323;83;3;1.82;1.62;1.62;1.91;0;0;0;0;13
324;84;3;1.82;1.55;1.62;1.91;1;0;0;0;38
325;85;3;1.82;1.55;1.62;1.91;0;0;0;0;11
326;86;3;1.82;1.55;1.62;1.91;0;1;0;0;33
327;87;3;1.82;1.55;1.62;1.91;0;0;0;0;9
328;88;3;1.82;1.55;1.62;1.91;0;0;0;0;8
329;89;3;1.82;1.55;1.62;1.91;0;0;0;0;13
330;90;3;1.82;1.55;1.62;1.91;1;0;1;0;26
331;91;3;1.82;1.55;1.62;1.91;0;0;1;0;10
332;92;3;1.82;1.55;1.6;1.91;0;0;0;0;9
333;93;3;1.82;1.55;1.6;1.91;1;0;0;1;38
334;94;3;1.82;1.55;1.6;1.91;0;0;0;1;8
335;95;3;1.82;1.55;1.6;1.91;1;1;0;0;97
336;96;3;1.82;1.55;1.6;1.91;0;0;1;0;8
337;97;3;1.82;1.55;1.6;1.91;0;0;0;0;13
338;98;3;1.82;1.55;1.6;1.91;1;0;1;1;14
339;99;3;1.82;1.55;1.6;1.91;0;0;0;0;12
340;100;3;1.82;1.55;1.6;1.91;0;0;1;1;8
341;101;3;2;1.55;1.6;1.91;0;0;0;0;9
342;102;3;2;1.55;1.66;1.88;0;1;0;0;14
343;103;3;2;1.55;1.66;1.88;1;0;0;0;28
344;104;3;2.04;1.55;1.66;1.88;0;0;0;0;9
345;105;3;2.04;1.55;1.66;1.88;0;0;0;0;8
346;106;3;2.04;1.55;1.66;1.88;0;0;0;0;7
347;107;3;2.04;1.55;1.66;1.88;0;0;0;0;10
348;108;3;2.04;1.55;1.66;1.88;0;0;0;0;5
349;109;3;2.12;1.55;1.66;1.88;0;0;0;0;10
350;110;3;2.12;1.55;1.73;1.88;1;1;0;0;89
351;111;3;2.12;1.55;1.73;1.88;0;0;0;0;9
352;112;3;2.12;1.55;1.73;1.88;0;0;0;0;7
353;113;3;1.96;1.55;1.73;1.88;0;0;0;0;12
354;114;3;1.96;1.55;1.73;1.88;0;0;0;0;10
355;115;3;1.96;1.55;1.73;1.88;1;1;0;0;66
356;116;3;2.08;1.55;1.73;1.91;0;0;1;0;9
357;117;3;2.02;1.55;1.73;1.91;0;1;0;0;17
358;118;3;2.02;1.55;1.73;1.91;0;0;0;0;11
359;119;3;2.02;1.55;1.67;1.91;0;0;1;1;5
360;120;3;2.02;1.55;1.67;1.91;0;0;0;0;8
361;1;4;1.87;1.56;1.59;1.76;0;1;0;0;38
362;2;4;1.87;1.56;1.59;1.76;0;1;0;0;15
363;3;4;1.87;1.56;1.59;1.76;0;0;0;0;13
364;4;4;1.87;1.56;1.59;1.76;0;0;1;1;5
365;5;4;1.87;1.56;1.59;1.76;0;0;1;1;6
366;6;4;1.87;1.56;1.59;1.76;0;0;1;0;8
367;7;4;1.87;1.56;1.59;1.76;0;0;0;0;10
368;8;4;1.87;1.56;1.59;1.76;0;0;0;0;8
369;9;4;1.87;1.56;1.59;1.76;0;0;1;1;6
370;10;4;1.87;1.56;1.59;1.76;0;1;0;0;19
371;11;4;1.87;1.56;1.59;1.76;1;0;0;0;39
372;12;4;1.87;1.57;1.59;1.76;0;0;1;0;8
373;13;4;1.87;1.57;1.56;1.76;1;1;1;0;64
374;14;4;1.87;1.57;1.56;1.73;0;1;0;0;21
375;15;4;1.87;1.57;1.52;1.73;0;0;0;0;13
376;16;4;1.87;1.61;1.52;1.73;0;0;0;0;11
377;17;4;1.79;1.61;1.52;1.73;0;0;0;0;15
378;18;4;1.79;1.61;1.52;1.73;0;0;0;0;8
379;19;4;1.79;1.61;1.61;1.73;0;0;1;1;4
380;20;4;1.79;1.61;1.61;1.73;0;0;0;1;11
381;21;4;1.79;1.61;1.61;1.73;0;0;0;0;15
382;22;4;1.79;1.61;1.61;1.73;0;0;1;1;5
383;23;4;1.79;1.61;1.61;1.73;0;0;0;0;11
384;24;4;1.79;1.61;1.61;1.73;1;1;0;0;89
385;25;4;1.79;1.61;1.61;1.73;0;0;1;1;6
386;26;4;1.79;1.61;1.61;1.73;0;0;0;0;12
387;27;4;1.79;1.61;1.61;1.73;0;0;1;1;5
388;28;4;1.79;1.61;1.61;1.73;0;0;0;0;13
389;29;4;1.79;1.51;1.61;1.73;0;0;0;0;11
390;30;4;1.79;1.51;1.61;1.85;0;0;0;0;13
391;31;4;1.79;1.51;1.61;1.85;0;0;0;0;11
392;32;4;1.79;1.51;1.61;1.85;0;0;0;0;18
393;33;4;1.79;1.51;1.61;1.85;0;1;0;0;14
394;34;4;1.79;1.51;1.61;1.85;0;0;1;1;8
395;35;4;1.79;1.51;1.58;1.85;0;0;1;1;6
396;36;4;1.79;1.51;1.58;1.85;0;0;0;0;13
397;37;4;1.79;1.51;1.58;1.85;0;0;0;0;10
398;38;4;1.79;1.51;1.58;1.85;0;0;1;0;9
399;39;4;1.79;1.51;1.58;1.85;1;0;0;0;31
400;40;4;1.79;1.6;1.58;1.85;0;0;0;0;10
401;41;4;1.79;1.6;1.58;1.85;0;0;0;0;17
402;42;4;1.79;1.6;1.58;1.85;0;0;0;0;11
403;43;4;1.79;1.63;1.58;1.85;0;0;0;0;11
404;44;4;1.79;1.63;1.58;1.85;0;0;1;0;11
405;45;4;1.79;1.66;1.58;1.85;0;0;0;0;13
406;46;4;1.79;1.66;1.58;1.85;0;0;0;0;10
407;47;4;1.79;1.66;1.58;1.85;1;0;0;0;36
408;48;4;1.79;1.66;1.58;1.85;0;0;0;0;14
409;49;4;1.79;1.66;1.58;1.85;1;1;0;0;98
410;50;4;1.79;1.66;1.65;1.88;0;0;1;0;12
411;51;4;1.79;1.66;1.65;1.96;0;1;1;0;19
412;52;4;1.79;1.66;1.65;1.96;0;0;0;0;11
413;53;4;1.79;1.66;1.65;1.96;0;0;0;0;13
414;54;4;1.79;1.66;1.59;1.96;0;0;0;0;11
415;55;4;1.79;1.66;1.59;1.96;0;0;0;0;15
416;56;4;1.79;1.66;1.59;1.96;0;0;0;0;16
417;57;4;1.87;1.6;1.59;1.96;0;0;0;0;10
418;58;4;1.87;1.56;1.59;1.96;0;0;1;0;10
419;59;4;1.87;1.48;1.59;1.96;1;1;1;0;112
420;60;4;1.87;1.48;1.59;1.96;0;0;0;0;8
421;61;4;1.87;1.6;1.59;1.96;0;0;0;0;10
422;62;4;1.87;1.6;1.59;1.96;1;0;0;0;26
423;63;4;1.87;1.6;1.59;2.02;0;0;0;0;14
424;64;4;1.87;1.6;1.59;2.02;1;0;1;1;16
425;65;4;1.87;1.6;1.59;2.02;0;0;0;0;14
426;66;4;1.87;1.6;1.61;2.02;0;0;0;0;9
427;67;4;1.87;1.67;1.56;2.02;0;0;0;0;15
428;68;4;1.87;1.67;1.56;2.02;0;0;1;0;10
429;69;4;1.87;1.67;1.56;1.94;0;0;0;0;11
430;70;4;1.87;1.67;1.56;1.94;0;0;0;0;11
431;71;4;1.87;1.67;1.56;1.94;0;0;0;0;13
432;72;4;1.87;1.67;1.56;1.94;0;0;0;0;12
433;73;4;1.73;1.67;1.56;1.94;0;1;0;0;19
